"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000111981.5",54.7237958798472,4.00346358822785,0.488453863789697,8.19619596652741,2.48113729087056e-16,2.07366117341377e-14
"ENSG00000128016.7",52716.3933917986,-2.95746056541056,0.360813853469508,-8.19663806412159,2.47203323413135e-16,2.07366117341377e-14
"ENSG00000165124.18",2137.20898635774,-2.98362149390221,0.367028217625526,-8.12913381212113,4.32368817690651e-16,3.58013853225292e-14
"ENSG00000148411.8",3533.65964392207,-2.93900944896048,0.361777836361702,-8.12379630139111,4.51823824862194e-16,3.72333097397205e-14
"ENSG00000130032.17",110.171358944371,-3.16802934551602,0.390060497584017,-8.1218922837313,4.58970601024474e-16,3.76421460068787e-14
"ENSG00000108381.11",328.399381674059,-3.70343508930902,0.456087689753484,-8.12000668404519,4.66158006900255e-16,3.805042347319e-14
"ENSG00000150764.14",2478.19173114127,-3.24152509688585,0.399271548337883,-8.11859775729051,4.71600756555637e-16,3.83131124064044e-14
"ENSG00000135842.17",16455.4405102644,-4.08437082193966,0.503277163837006,-8.11554967207383,4.83590851790408e-16,3.9102747607447e-14
"ENSG00000153823.19",798.240893393435,-2.77287097134018,0.341880357712778,-8.11064721556695,5.03508440251239e-16,4.05230180675098e-14
"ENSG00000185052.12",1110.62785693623,-2.58704281562527,0.319001541837743,-8.10981288905852,5.06977698167167e-16,4.06124506768982e-14
"ENSG00000143878.10",28281.6035644386,-2.4567660051468,0.303059111440894,-8.1065571447963,5.20742330164364e-16,4.15219682982446e-14
"ENSG00000184557.4",17865.1946320137,-2.67770764852798,0.331059770601256,-8.08829065417659,6.05078758813499e-16,4.80242924564281e-14
"ENSG00000138722.10",588.511252758353,-4.0315796477761,0.499303808541644,-8.07440195489687,6.78081596362521e-16,5.35715565786775e-14
"ENSG00000073712.15",5820.75043101593,-3.17144175361317,0.393792167429414,-8.0535927728467,8.03984068134709e-16,6.29409891158368e-14
"ENSG00000135424.18",3892.20674857268,-3.50438123195304,0.43510731679233,-8.0540618295914,8.0090727765455e-16,6.29409891158368e-14
"ENSG00000197043.14",11870.1364148237,-2.78171811105607,0.345735223824757,-8.04580476435932,8.56804934630085e-16,6.67726307200631e-14
"ENSG00000148339.12",3202.52535308417,-2.71489550058916,0.337613617404299,-8.04142771687441,8.87977212973193e-16,6.88902321578257e-14
"ENSG00000178222.13",38.6165293372035,-2.43872071558216,0.303463016797196,-8.0363028790818,9.25897107694433e-16,7.15099815507678e-14
"ENSG00000259658.5",17.6788156931381,-2.56679025391194,0.31969854021464,-8.02878315361916,9.84441814163091e-16,7.56921489523702e-14
"ENSG00000119929.13",816.433383486244,-1.20996305212948,0.150756445703256,-8.02594573310076,1.00746753160851e-15,7.71182813195261e-14
"ENSG00000136732.16",1580.08112968499,-2.50500976993432,0.312440791326466,-8.01755033105411,1.07874886652578e-15,8.22092554343963e-14
"ENSG00000164197.12",313.56858883104,-2.7633001064994,0.344959657051874,-8.01050224282853,1.14240932630349e-15,8.66771622331497e-14
"ENSG00000078804.13",5193.01744890691,-2.4850594555917,0.31081712215119,-7.99524633132307,1.2931506073299e-15,9.76839162721177e-14
"ENSG00000141338.14",980.875469968296,-3.69197738735847,0.461869984799473,-7.99354257445717,1.31115574333703e-15,9.86115081549944e-14
"ENSG00000159713.11",1012.49736971354,-2.06171126801419,0.25804072125829,-7.98986787031371,1.35083453609096e-15,1.01154013978672e-13
"ENSG00000187239.17",6157.94957886547,-2.72813535517759,0.341490505711071,-7.98890542944061,1.36142077880876e-15,1.01505411573261e-13
"ENSG00000108840.15",3532.67639610523,-1.14975243242058,0.143990221949684,-7.984934093805,1.40597403026326e-15,1.0437539104838e-13
"ENSG00000132326.12",2001.71143157916,-2.27166224964977,0.284658411933859,-7.98030957250474,1.45966732509396e-15,1.07896353390958e-13
"ENSG00000068831.19",749.677534577703,-3.04641935457081,0.382105078687702,-7.97272667778562,1.55211191086057e-15,1.14239416413468e-13
"ENSG00000165633.13",1444.75443051403,-2.34323215866847,0.294120048792353,-7.96692428241362,1.62672265188302e-15,1.19221464822899e-13
"ENSG00000164303.11",83.441600630446,-3.52174206845114,0.442076533128319,-7.96636284565891,1.6341266850703e-15,1.19256626682058e-13
"ENSG00000131473.17",6544.51544399717,0.979916113460499,0.123221409326802,7.95248259871472,1.82810516711163e-15,1.32850022334023e-13
"ENSG00000132837.15",78.7535784261491,-2.96866446918095,0.373647747449719,-7.94508862810804,1.9405199230345e-15,1.40426784178249e-13
"ENSG00000119138.4",4732.60471551367,-2.6114292387916,0.32882007498082,-7.94181814764176,1.99238905017783e-15,1.43577056950681e-13
"ENSG00000182916.8",243.297465010683,-2.60153237828999,0.327720613877146,-7.9382628621135,2.05032461760841e-15,1.47136420371123e-13
"ENSG00000189134.4",41.6139624455308,-3.35999808869284,0.423420964396257,-7.93536071952356,2.09884409846878e-15,1.49993327418787e-13
"ENSG00000177363.5",444.901674389749,-2.87388772840643,0.36244567269423,-7.92915447725854,2.20642947311376e-15,1.57030309154704e-13
"ENSG00000140416.23",45900.1053064327,-3.76793057871638,0.476424956136724,-7.90875987956236,2.59965484942445e-15,1.84254549265997e-13
"ENSG00000071242.12",2469.0921943492,-1.72453832193384,0.218198764402366,-7.90352010772034,2.71135393945277e-15,1.89438398359433e-13
"ENSG00000140092.14",3144.3213389659,-2.57243973310051,0.325467482272137,-7.90383025407614,2.70461276858817e-15,1.89438398359433e-13
"ENSG00000172260.15",2203.17184539247,-3.84547404489516,0.486567431719225,-7.90327053191304,2.71679059367008e-15,1.89438398359433e-13
"ENSG00000174059.17",4527.88657094978,-2.29707446363999,0.290603868318229,-7.90448687738922,2.69039517672085e-15,1.89438398359433e-13
"ENSG00000102010.15",105.831846935711,-2.51492668508806,0.319504607078366,-7.8713315218995,3.50886443331902e-15,2.42703502550415e-13
"ENSG00000109063.15",1073.80057172458,-4.4958340590438,0.57113535030366,-7.87174888868893,3.49717572786079e-15,2.42703502550415e-13
"ENSG00000155760.2",2688.79074410464,-2.16612069158545,0.275422990036902,-7.86470545285718,3.69966919655789e-15,2.54877610289266e-13
"ENSG00000109906.14",1748.96139822221,-4.32011541019462,0.549661262353735,-7.85959591129856,3.85374646295891e-15,2.6443456307387e-13
"ENSG00000108379.10",148.915668979286,2.50914827302825,0.319373306751044,7.85647460194338,3.95095934502784e-15,2.68961947823773e-13
"ENSG00000129116.19",30352.7225386372,-3.26295305770869,0.415300092968638,-7.85685607336258,3.93895016993667e-15,2.68961947823773e-13
"ENSG00000124212.6",9043.79311928419,-3.87124141776961,0.493796495872877,-7.83975068702435,4.51441844627211e-15,3.06109562598994e-13
"ENSG00000121440.15",2347.17966302027,-3.05494067190748,0.390086919065743,-7.83143582262142,4.82329540252545e-15,3.25771045951748e-13
"ENSG00000159055.4",803.598437983622,1.54104985011276,0.196801089356785,7.83049451174,4.85954751751332e-15,3.26937448805203e-13
"ENSG00000141448.11",856.363191817949,-2.86907276557376,0.36689747088188,-7.81982159396634,5.28982534748631e-15,3.54500630193606e-13
"ENSG00000048740.18",2037.4765952327,-2.81731907031304,0.360422679187805,-7.81670863959429,5.42224112937063e-15,3.61966120043219e-13
"ENSG00000155011.9",98.9319604752557,2.86878281629737,0.367078486965078,7.81517555010051,5.48864799759589e-15,3.64984495994572e-13
"ENSG00000161835.11",868.748938365761,-2.23266832992069,0.28594124890793,-7.80813659605852,5.80396649628105e-15,3.84468134482494e-13
"ENSG00000167281.19",1723.57731324189,-5.42374622317381,0.696428498593611,-7.78794410930438,6.81082950058284e-15,4.49436461641909e-13
"ENSG00000183010.17",954.931498900045,2.50719302996844,0.322080569922405,7.78436597579442,7.00636715652378e-15,4.60575044033622e-13
"ENSG00000154065.17",320.839256570508,-3.20284474655779,0.412052695680857,-7.77290084528038,7.67087878304763e-15,5.02340476351443e-13
"ENSG00000149090.12",1636.53760587039,-2.55871037329372,0.329417024440425,-7.76738961090478,8.01201108160806e-15,5.22692677494453e-13
"ENSG00000168734.14",4517.44949352932,-2.49908950049355,0.321931802666658,-7.76279162168148,8.30800538793853e-15,5.39957648288548e-13
"ENSG00000135063.19",539.21169675446,-3.0310968086741,0.390875685499339,-7.75463125776655,8.86005418991479e-15,5.73671854559784e-13
"ENSG00000148357.16",1187.72805858017,-4.12625203927603,0.532355251521481,-7.75093704341814,9.12169052744493e-15,5.884002844726e-13
"ENSG00000178878.13",3894.82250222787,-2.43049197036884,0.313906396804534,-7.74272839008847,9.73057651190661e-15,6.25334773375252e-13
"ENSG00000080854.16",1148.79390991162,-4.27865276878487,0.553176883014912,-7.73469192252839,1.03653801324733e-14,6.63654059559805e-13
"ENSG00000106809.11",2087.60077241191,-4.80317129747797,0.621156608445183,-7.73262528672244,1.05351051989837e-14,6.7202265497073e-13
"ENSG00000140682.19",4315.15337198302,-2.85968626982838,0.369957973724642,-7.7297597914644,1.07749704499521e-14,6.84787144131087e-13
"ENSG00000089486.17",1286.30058917183,-1.76721133001869,0.228649558700842,-7.72890767889412,1.08473301987118e-14,6.86851352986811e-13
"ENSG00000134769.21",2506.07001979774,-4.18736113259107,0.542129307179685,-7.72391582070143,1.12809356168234e-14,7.11690674463552e-13
"ENSG00000115363.14",99.123975943523,3.21252428769973,0.416862542092997,7.70643548727161,1.29380595214002e-14,8.13256201230203e-13
"ENSG00000163637.13",1447.50838880067,-2.53299636856567,0.328784378809102,-7.70412626579309,1.31741539305825e-14,8.25085284168808e-13
"ENSG00000255248.9",1648.90227835512,-2.89497084337167,0.375984020792225,-7.69971776266384,1.36367092304081e-14,8.50960300997531e-13
"ENSG00000111275.13",4424.72703999643,-2.37569337621136,0.308958840143536,-7.68935232637353,1.47881711668043e-14,9.19482570418306e-13
"ENSG00000147799.11",482.440709047782,1.55869863041477,0.202825880365303,7.68490997109168,1.53104621464927e-14,9.48532696219585e-13
"ENSG00000108342.13",2004.13722166257,-5.56738087113625,0.724767699596602,-7.68160732636815,1.57104776334677e-14,9.69826366599333e-13
"ENSG00000225697.13",696.341585962412,1.78966946278253,0.233062799581535,7.67891515074858,1.60441454225819e-14,9.86886845046885e-13
"ENSG00000116698.21",3972.71180842477,0.767088101283422,0.100029185630427,7.66864287106711,1.7382567114177e-14,1.06540908685933e-12
"ENSG00000174944.9",299.533654728125,-3.36013094360368,0.438358379778216,-7.66525997587569,1.78469328371988e-14,1.08999192998253e-12
"ENSG00000269113.4",239.628113088806,-2.38102882197507,0.311026761116547,-7.65538249322172,1.92737714156909e-14,1.1729758483832e-12
"ENSG00000108691.9",5655.65568026036,-3.90543110390571,0.510407226660807,-7.65159837068898,1.98496377245543e-14,1.20376869904929e-12
"ENSG00000119508.18",4056.28970721954,-3.52951513652399,0.461355282250976,-7.65031911914675,2.00481159267732e-14,1.21153930037479e-12
"ENSG00000082175.15",299.74621189396,-3.15388904372583,0.413193083057257,-7.63296670019228,2.29412155655631e-14,1.38152641848144e-12
"ENSG00000108551.5",985.439971332821,-2.85786902592396,0.374541667795032,-7.63030998059187,2.34189916241388e-14,1.40538429527018e-12
"ENSG00000224307.2",26.9547312258154,-1.96706982620334,0.257898602907428,-7.62729927199109,2.39722649273345e-14,1.4335913848732e-12
"ENSG00000123570.4",582.129776976146,-4.01227664621063,0.526963991709381,-7.61394840887608,2.658469482237e-14,1.58231315856882e-12
"ENSG00000169258.7",355.770705433761,3.29909539752296,0.433312344789224,7.61366583988678,2.66429086677674e-14,1.58231315856882e-12
"ENSG00000186594.14",2166.90815886939,-2.48370168155505,0.326427655370807,-7.6087354753496,2.76790593996943e-14,1.63820082488294e-12
"ENSG00000211445.12",7353.55963995185,-2.71733031812681,0.357252730409875,-7.60618488488311,2.82305364090392e-14,1.66511824853727e-12
"ENSG00000025423.11",840.057526989005,-3.00346033317477,0.395583489165464,-7.59248152522992,3.13836241159095e-14,1.84477869675191e-12
"ENSG00000166165.13",12028.2816745615,-3.34675094846126,0.440985596281676,-7.58925229458868,3.2175673179777e-14,1.88490346658265e-12
"ENSG00000100739.11",280.900760889694,-3.36276942113444,0.443160473605054,-7.58815287333445,3.24497938323098e-14,1.89451796330126e-12
"ENSG00000000460.17",389.575081989402,1.67243008104143,0.220471044572593,7.58571305489853,3.30663483780777e-14,1.92399229093119e-12
"ENSG00000105499.14",242.259851748346,-2.32083400924351,0.306009825018154,-7.58418135465365,3.34592883701945e-14,1.94030075286148e-12
"ENSG00000204136.11",279.923829263988,-2.20531809547628,0.291148697157093,-7.57454220819119,3.60396210495571e-14,2.08292078300846e-12
"ENSG00000143630.10",246.224684717491,1.48542916261327,0.196174275713301,7.57198749536433,3.6755685323086e-14,2.11720123183783e-12
"ENSG00000136295.15",4506.66351183145,1.56412590622294,0.20675146888067,7.5652468864717,3.87128630199042e-14,2.2225054659727e-12
"ENSG00000196584.3",248.467387785357,2.45413450266839,0.324914393051125,7.55317263609873,4.24781337962364e-14,2.43056776867967e-12
"ENSG00000100448.4",455.717019155853,-4.25519555650282,0.56363068000207,-7.54961663280499,4.36541305183583e-14,2.48958639045591e-12
"ENSG00000143772.9",4512.35877523618,-2.28175361940446,0.302586254591693,-7.54083698376662,4.6696455534554e-14,2.64556925549876e-12
"ENSG00000145777.15",209.408200317572,-3.08062688360237,0.408522822381955,-7.54089298032432,4.66764061661707e-14,2.64556925549876e-12
"ENSG00000182534.13",6854.18507628039,-2.55539054202959,0.339378208144172,-7.52962470985769,5.08863646012085e-14,2.87349461484136e-12
"ENSG00000163297.17",6646.89895223836,-2.781885989691,0.369972187164509,-7.51917599809747,5.51225411236523e-14,3.10253439794988e-12
"ENSG00000220205.9",2677.28027290007,-1.1185863279667,0.148780904546381,-7.51834606314009,5.54735090959807e-14,3.11211806892533e-12
"ENSG00000237125.11",896.225129923497,-4.25695851923554,0.566772904492782,-7.51087161275855,5.8734974082938e-14,3.28439109944948e-12
"ENSG00000154920.15",103.68324414087,2.48415196610393,0.331353961742783,7.49697378911158,6.53080318919034e-14,3.64013020477104e-12
"ENSG00000183690.13",60.4641863801203,-2.69040149396408,0.35894732100104,-7.49525441911929,6.61698863805919e-14,3.67627081655785e-12
"ENSG00000145362.20",1187.2263655265,-3.31714233789235,0.442606505375883,-7.49456299806365,6.65196129321671e-14,3.6838176640859e-12
"ENSG00000109610.6",3257.02853547479,-2.68293259316532,0.358053317363775,-7.49310916295606,6.72609128314012e-14,3.71293173620264e-12
"ENSG00000121898.13",3160.03002255112,-3.49814609124366,0.468022032986911,-7.47431925142184,7.76045311437057e-14,4.27023271529726e-12
"ENSG00000122707.12",711.265836914287,-2.13111104681407,0.285871780065771,-7.45477936410431,9.00183441312372e-14,4.93753484386083e-12
"ENSG00000183087.15",5507.68302606396,-2.17656204693939,0.292014340701262,-7.45361355100729,9.08177625600275e-14,4.9655692843535e-12
"ENSG00000122565.19",8027.0646362291,1.02741877889489,0.137941089040525,7.44824320324924,9.45913310375259e-14,5.13926338946154e-12
"ENSG00000164949.8",3816.43692068332,-3.00490212659122,0.403419531735707,-7.44857868845038,9.43511494972569e-14,5.13926338946154e-12
"ENSG00000138346.15",314.395392396347,1.79692959956781,0.241456162975238,7.44205315542967,9.9132315210914e-14,5.36904360024394e-12
"ENSG00000154556.18",5572.40312431533,-3.72488100840477,0.501343956970148,-7.42979137699383,1.08769093673489e-13,5.87250815153136e-12
"ENSG00000091436.17",10153.9673174684,-3.18270383740923,0.428840437612194,-7.4216504747796,1.15669736994356e-13,6.22556212579311e-12
"ENSG00000137726.17",1086.38005586006,-3.70900847878629,0.499894571498361,-7.41958142827812,1.17491048284789e-13,6.30388886171001e-12
"ENSG00000272476.1",28.1542773126768,1.63488533995609,0.220551151522873,7.41272638418545,1.23728993622744e-13,6.61796415268484e-12
"ENSG00000280339.1",115.505355792471,-2.65969007806519,0.358849745420544,-7.41170953026104,1.2468161098697e-13,6.64827054498014e-12
"ENSG00000131697.18",551.600859995325,0.834785496754649,0.11264795764582,7.41056930103714,1.25758383637977e-13,6.684989633941e-12
"ENSG00000117013.17",301.427122379305,-3.42077830160757,0.461657487510136,-7.40977541609236,1.26513477854927e-13,6.70443578183204e-12
"ENSG00000081189.16",1365.40308559024,-2.09207769119057,0.282873847723311,-7.39579748367868,1.40562094506283e-13,7.42607654503593e-12
"ENSG00000166963.13",3296.09290452812,-3.37075138421059,0.45615381663126,-7.38950604229055,1.47375270626439e-13,7.76221494189344e-12
"ENSG00000177469.13",26893.4182830959,-2.71527829022826,0.367639617929516,-7.3857064304447,1.51646056927233e-13,7.96280499529795e-12
"ENSG00000197245.6",197.178239265848,-2.57241244523834,0.348457516365476,-7.3822842797866,1.55596514364927e-13,8.14540658634389e-12
"ENSG00000144218.19",927.938758699258,-3.77299335468997,0.511321284527521,-7.37890924719935,1.59591563305633e-13,8.32922877216034e-12
"ENSG00000117593.12",1393.85658967722,1.56026242761394,0.211525889350006,7.37622440642344,1.62841453122423e-13,8.47316721186555e-12
"ENSG00000136826.15",6513.56216566877,-2.4589845768465,0.333386295861344,-7.37578181038729,1.63383404746681e-13,8.47576018057855e-12
"ENSG00000130052.13",437.664873435288,-1.93073204359655,0.261916825731995,-7.37154643731122,1.68659993218762e-13,8.72321640602625e-12
"ENSG00000166086.13",1340.03875833083,-3.25653626097222,0.441797657139801,-7.37110350936454,1.69221386320502e-13,8.72604771436528e-12
"ENSG00000005102.14",318.039054227735,-2.87688517316137,0.390485254033574,-7.36746175033288,1.73907308796805e-13,8.94091217733542e-12
"ENSG00000177432.8",466.222083457889,-1.65271474639822,0.224480835373488,-7.36238683203606,1.80650561569646e-13,9.25995423188695e-12
"ENSG00000170271.11",1177.92669745241,-2.68637147984135,0.364951412514053,-7.36090171931559,1.8267202578178e-13,9.33578724047359e-12
"ENSG00000185271.9",20.5942180465609,-2.89911153155604,0.39406390645471,-7.35695780321163,1.88148791675065e-13,9.58723857698118e-12
"ENSG00000162878.13",1569.33529647385,-3.6482133455762,0.498021076326139,-7.3254195836224,2.3815240225724e-13,1.20994065606975e-11
"ENSG00000073111.14",1361.72258591153,2.17399455947025,0.296813796854582,7.32443903386118,2.39900092928237e-13,1.21523508838325e-11
"ENSG00000115252.18",636.770031533372,-3.01704208489295,0.412548793252215,-7.31317636662787,2.60900208970835e-13,1.31388429798383e-11
"ENSG00000158104.11",84.0523017248114,-3.04440139381346,0.416268012465862,-7.31356074126193,2.60154624847003e-13,1.31388429798383e-11
"ENSG00000177098.9",384.793641707519,-2.65786846958129,0.36346046253887,-7.31267563744171,2.6187463865864e-13,1.31494661854745e-11
"ENSG00000123473.16",489.614134217661,2.22158059455425,0.304037018467267,7.30694112760951,2.73292222263585e-13,1.36828835582725e-11
"ENSG00000084774.14",3002.49150615579,1.06073157918381,0.145256254660239,7.30248471341154,2.82501414253714e-13,1.41029619063528e-11
"ENSG00000197580.13",131.163732618693,-2.74128161592393,0.375560925417756,-7.29916620818488,2.895564524983e-13,1.44133837612087e-11
"ENSG00000091986.16",14031.0577122652,-3.07413605664101,0.421195960317198,-7.29858865295362,2.90801873235016e-13,1.44336618522383e-11
"ENSG00000069702.11",5130.79177948443,-2.39173124889176,0.327844131120345,-7.29533037763549,2.97927101778125e-13,1.47448232009329e-11
"ENSG00000011465.18",44131.1367824988,-2.62047154681023,0.35946569900309,-7.28990708731768,3.10168854025058e-13,1.53066996357409e-11
"ENSG00000125648.15",4238.63253168183,-2.55102202665928,0.350100753377194,-7.28653680990753,3.18023929672591e-13,1.56495032592887e-11
"ENSG00000168398.7",1881.64316212465,-2.27557925784828,0.312863594740819,-7.27339101161133,3.50573659164955e-13,1.72020801475727e-11
"ENSG00000157368.11",310.266463383139,-2.4410964030219,0.335907510805378,-7.26716826655376,3.67101421811156e-13,1.79618971245839e-11
"ENSG00000086232.13",6903.64520903668,1.05138852511318,0.14484295233925,7.25881727852821,3.90489536810603e-13,1.90521283073343e-11
"ENSG00000174442.12",714.002565293859,1.38063831984528,0.190348248269127,7.2532231444192,4.06968770494326e-13,1.98000653509146e-11
"ENSG00000167874.7",267.298689609619,-1.97059516476406,0.271729975256171,-7.25203453504273,4.10557162848382e-13,1.9918383142923e-11
"ENSG00000116830.12",1286.7442899897,1.41326695987751,0.194997746781885,7.24760661700529,4.24200512478897e-13,2.05224871528765e-11
"ENSG00000224848.2",34.5583845257743,-2.36628281478053,0.326522861252095,-7.24691314325345,4.26377193004967e-13,2.05700123112732e-11
"ENSG00000112936.19",6631.6249126338,-4.64775161146867,0.64147294082527,-7.24543673734581,4.31047942275518e-13,2.07372589659532e-11
"ENSG00000103042.9",1046.05273392798,1.20111158359137,0.16579601234448,7.24451430771315,4.33991597971096e-13,2.07628813662672e-11
"ENSG00000205363.6",362.612413919537,-3.22735178985873,0.445486064492754,-7.24456284291072,4.33836221744902e-13,2.07628813662672e-11
"ENSG00000111445.14",761.285691096642,1.15938681223523,0.160080586273995,7.24251977844972,4.40424184919339e-13,2.1012259658908e-11
"ENSG00000167641.11",2060.96626610692,-3.48658927587017,0.481621031763986,-7.23927952876182,4.51074492330141e-13,2.14609281254199e-11
"ENSG00000020181.18",3624.78521043515,-2.55548702675045,0.353585513474685,-7.22735216620637,4.92501789334364e-13,2.33673782856908e-11
"ENSG00000145604.17",1599.17541335369,1.85458857104971,0.257758220520103,7.19507050951675,6.24284955827271e-13,2.95386258082777e-11
"ENSG00000125885.13",317.448473226667,1.20438851102612,0.167408333603682,7.19431634674385,6.27744985444092e-13,2.96209640665852e-11
"ENSG00000140538.16",354.246679510942,-3.68313029042612,0.512078366919264,-7.19251295965568,6.36095273747261e-13,2.99329751359264e-11
"ENSG00000112561.19",1170.32112161847,-1.56114594351794,0.217475667810462,-7.17848557144578,7.04878279533986e-13,3.30793422572584e-11
"ENSG00000171992.13",6524.19311721091,-2.38663208279352,0.333071340936415,-7.16552819009767,7.74872091731358e-13,3.6265277271438e-11
"ENSG00000140287.11",179.946811395152,-2.96171274347468,0.413468859369668,-7.1630853844466,7.88811830161027e-13,3.68176318451582e-11
"ENSG00000140534.14",445.749074309776,2.28625234434433,0.319313787894085,7.15989234108072,8.07404441374224e-13,3.75835856588872e-11
"ENSG00000165072.10",1104.17874294163,-3.75723721168281,0.525519084917434,-7.14957328766304,8.70480649338539e-13,4.04104803869479e-11
"ENSG00000232063.2",29.3820768886799,-2.54293768591263,0.355952393632537,-7.14403872934142,9.06278483015299e-13,4.19592320241196e-11
"ENSG00000158887.19",284.143362971652,-2.57050675089346,0.360287897344438,-7.13459089200557,9.70754510255563e-13,4.48238738073232e-11
"ENSG00000102804.15",16722.342320941,-1.65915991826576,0.2325677045488,-7.13409422638738,9.74265753306751e-13,4.48657194363694e-11
"ENSG00000138735.16",2068.43275157182,-2.70425903592526,0.379224933810515,-7.13101590855964,9.96308020531486e-13,4.57584347669701e-11
"ENSG00000104490.18",1059.24928906809,-2.47345243133674,0.347269283184498,-7.12257763961991,1.05927047182716e-12,4.85207854688274e-11
"ENSG00000141404.17",916.532073202833,-2.90177667375462,0.407449060531744,-7.12181461399771,1.06515265786397e-12,4.85320746729926e-11
"ENSG00000197757.8",106.668889243535,3.26783176507761,0.458831420969421,7.12207494023257,1.06314220195956e-12,4.85320746729926e-11
"ENSG00000124491.16",2474.73892333333,-2.71513347524881,0.381283541301485,-7.1210350858075,1.07119516279083e-12,4.86786128990674e-11
"ENSG00000112562.19",5739.16221289878,-3.00875691857466,0.422551024349706,-7.12045822916901,1.07568830584484e-12,4.87541570830675e-11
"ENSG00000196890.4",70.8561114650137,3.0269798278881,0.425182976521933,7.1192404095039,1.08523474068016e-12,4.90577373720064e-11
"ENSG00000135709.12",1637.7424726053,-1.80740530515565,0.254462517650236,-7.10283511239942,1.22223198211513e-12,5.51060246805468e-11
"ENSG00000180806.5",69.8511218824124,3.17482305384683,0.447781534956132,7.09011606331168,1.33999571660196e-12,6.02578230470902e-11
"ENSG00000120254.16",1284.73576793996,1.6267706919125,0.229624693852566,7.08447625827642,1.39571136611696e-12,6.2599835569355e-11
"ENSG00000146374.14",322.325739380964,-2.89216198515996,0.40900959537735,-7.07113480428662,1.53671762881708e-12,6.8745162911991e-11
"ENSG00000179051.14",7363.26952641761,1.40502877710618,0.198712301400641,7.07066833408258,1.54189265591229e-12,6.87979720538273e-11
"ENSG00000136161.13",793.231240239592,-1.15155453470356,0.162961031687632,-7.06644111649272,1.58957576672007e-12,7.07422827654259e-11
"ENSG00000168411.14",1878.57211599132,1.25404010234618,0.177508367785314,7.06468161468797,1.60984670142151e-12,7.14597673674812e-11
"ENSG00000127472.11",405.111812083366,-3.88832967053185,0.550981137090602,-7.05710124862671,1.70011752662198e-12,7.52728127532398e-11
"ENSG00000187720.14",2613.98234130751,-2.43926576593548,0.345902036028714,-7.05189768161121,1.7649397037379e-12,7.79424526089175e-11
"ENSG00000136160.17",1201.26695877964,-2.48338066752707,0.352316349307838,-7.04872388807936,1.80566040910676e-12,7.95368010896312e-11
"ENSG00000286039.1",59.8345525886923,-2.55259579979403,0.362197442254051,-7.04752574703054,1.82127135272911e-12,8.00197870103404e-11
"ENSG00000157110.16",6315.16888917107,-2.11810762997507,0.300620199628249,-7.04579277305498,1.84408528654895e-12,8.08159819089886e-11
"ENSG00000159259.8",651.855853982397,1.91138994109622,0.271379108414227,7.04324644688093,1.87811609469872e-12,8.20984606573506e-11
"ENSG00000198771.11",1059.07117886826,-2.09110822848236,0.297435409874199,-7.03046160296379,2.05851369090161e-12,8.97564083503758e-11
"ENSG00000105048.17",430.193517881953,4.91732361741889,0.699855870991493,7.02619470842256,2.12242232263119e-12,9.19399642566193e-11
"ENSG00000106484.16",2056.60717474283,2.87533522791928,0.409239157563601,7.02605108718711,2.12460696592548e-12,9.19399642566193e-11
"ENSG00000198947.16",3869.14692038963,-3.82285025161336,0.544076877105551,-7.02630531176154,2.12074142125134e-12,9.19399642566193e-11
"ENSG00000273802.2",176.619210505846,3.62625526570917,0.516522747236905,7.02051416923557,2.2105324173188e-12,9.54185459235129e-11
"ENSG00000241839.10",2353.16167685115,-1.4844548274149,0.2114602703478,-7.02001763722965,2.21840240304526e-12,9.55188614691213e-11
"ENSG00000103316.12",513.144706862753,-3.15927046441382,0.450191079810731,-7.01762119707488,2.25677381393812e-12,9.69287167018858e-11
"ENSG00000176533.13",682.109718418499,-2.66714802044432,0.380336891432262,-7.01259352044565,2.33940382032169e-12,1.00227741287066e-10
"ENSG00000122786.20",48411.5795989979,-3.28765435055522,0.468901441670689,-7.01139740334633,2.35949484166112e-12,1.00837666644986e-10
"ENSG00000169750.9",341.934999776491,2.4620189227771,0.351186503510475,7.01057386364983,2.37342599837012e-12,1.01181970222595e-10
"ENSG00000129244.9",237.393742973097,-2.44181443690166,0.348337679974287,-7.00990612638263,2.38478076664976e-12,1.01415010232121e-10
"ENSG00000271849.1",14.2570322574572,-2.20559719718166,0.315151424290812,-6.99853158571292,2.5865905361713e-12,1.09726228582459e-10
"ENSG00000163029.16",1559.93429284306,1.00254838840959,0.143278414752893,6.99720463922391,2.61119762715233e-12,1.10227099834423e-10
"ENSG00000172167.8",281.49352691364,1.91581662491173,0.273785049134252,6.99752097848228,2.60531062565114e-12,1.10227099834423e-10
"ENSG00000164056.11",3523.72546253007,-1.98122646637276,0.283296506371846,-6.99347299317651,2.6816350315679e-12,1.12923716744973e-10
"ENSG00000251141.6",109.182986405299,-2.39955072638986,0.343174692723779,-6.99221352059679,2.70582644049972e-12,1.13664509231041e-10
"ENSG00000184113.9",1839.40293830874,-3.02881665823813,0.433685536769033,-6.98390054877754,2.87095331149215e-12,1.20307612856032e-10
"ENSG00000112511.18",2940.29159313182,-1.20828158417697,0.173027057637301,-6.98319442447994,2.88542651648946e-12,1.20620633236646e-10
