"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000170153.11",1580.04037413112,-3.46804587320055,0.497221135729995,-6.97485610322847,3.06184043707185e-12,1.27685418517406e-10
"ENSG00000171747.9",897.481437435012,-4.48282186057994,0.64300568953439,-6.97166748839504,3.13206137333817e-12,1.3029829235025e-10
"ENSG00000243244.7",1440.76573718036,-2.58728044287389,0.371217673383562,-6.96971245816891,3.1758942280948e-12,1.31803436844522e-10
"ENSG00000233117.4",602.788101547352,-4.04705259120895,0.581208504491475,-6.96316822609108,3.32704126568227e-12,1.37744307016456e-10
"ENSG00000058804.12",1918.52651731378,1.33340675257562,0.191739738884805,6.95425351223991,3.5443374801885e-12,1.46388787581023e-10
"ENSG00000145147.20",1248.56042296811,-2.98916458515851,0.429865966820477,-6.95371305448535,3.55794945331174e-12,1.4659943405356e-10
"ENSG00000114853.14",1471.6883557726,-1.76887863010496,0.254504728589675,-6.95027805537095,3.64566933741252e-12,1.49855281618749e-10
"ENSG00000126351.13",2286.13489659517,-1.91736551261005,0.276021899611569,-6.94642532099175,3.74658110410213e-12,1.53553496766169e-10
"ENSG00000198121.13",1445.29221419889,-1.57459370910855,0.226685297509118,-6.94616601257617,3.7534704835718e-12,1.53553496766169e-10
"ENSG00000154678.18",759.113031580927,-3.66652039523742,0.528022364950478,-6.94387328760458,3.81492714243915e-12,1.55697844014762e-10
"ENSG00000130988.13",193.098741735326,-3.10714179715283,0.447538955797238,-6.94272924603362,3.8459611408818e-12,1.5659335397023e-10
"ENSG00000146757.14",365.327268236179,1.33802488550168,0.192820297096357,6.93923256861819,3.94235659338499e-12,1.60139640584598e-10
"ENSG00000153814.13",927.546998456418,-2.17227811313509,0.31324767622797,-6.93469825312985,4.07089139623623e-12,1.64971676511474e-10
"ENSG00000104332.12",2631.06860711959,-3.51142093864972,0.506413154210002,-6.93390546722169,4.09378271582432e-12,1.65509905433432e-10
"ENSG00000101115.13",291.743151512002,3.2444404571409,0.468380327351326,6.92693579913591,4.30053626056406e-12,1.73056392560034e-10
"ENSG00000277075.2",93.8440262423849,3.46281236504621,0.499882664797216,6.9272503507417,4.29098843351388e-12,1.73056392560034e-10
"ENSG00000131435.13",1462.36186335672,-2.28942482113341,0.330899786085554,-6.9187860415887,4.55530242978205e-12,1.82881057687963e-10
"ENSG00000062822.15",1039.37881184142,1.27756183901365,0.184686704575729,6.91745430158887,4.59831645496667e-12,1.84178614660211e-10
"ENSG00000198932.13",1188.49641634283,-2.77762101622591,0.401578138879125,-6.91676350704434,4.62078508392054e-12,1.84649145012444e-10
"ENSG00000163513.19",6542.80859965545,-1.56252799344189,0.226021673398774,-6.91317770524197,4.73915655114277e-12,1.88940956667435e-10
"ENSG00000095794.19",1633.07223065719,-1.79296284635111,0.259431032028695,-6.91113484894435,4.80791741008112e-12,1.91239634073504e-10
"ENSG00000169744.13",707.301401767896,-1.78195668681708,0.25785781489083,-6.91061733991471,4.8254910102124e-12,1.91496386333844e-10
"ENSG00000095002.15",1621.32149436464,1.05849752268349,0.153312096163291,6.90420096765292,5.04867849861966e-12,1.99434380233318e-10
"ENSG00000131171.13",7039.64990820817,-1.83077175630693,0.265167337167848,-6.90421292403775,5.04825334165927e-12,1.99434380233318e-10
"ENSG00000159147.18",710.463877899331,1.53678642079518,0.222643606386437,6.90245026900893,5.111311878353e-12,2.01446509109551e-10
"ENSG00000128482.16",150.024908066576,-2.23721238825443,0.324297399258686,-6.89864424866956,5.25011628245724e-12,2.06022395062497e-10
"ENSG00000168427.9",94.0513200480751,-2.95229487368617,0.427954963359416,-6.89861113073879,5.25134015168299e-12,2.06022395062497e-10
"ENSG00000144395.18",104.972511183252,2.3171605015663,0.336083103353842,6.89460576399968,5.40143868947571e-12,2.11429496701909e-10
"ENSG00000068024.17",1414.80066539007,-2.20632991539539,0.320213251914623,-6.8901892791859,5.57182015695929e-12,2.17173729575889e-10
"ENSG00000163681.16",10253.2658068504,-2.70753066947616,0.392956779166583,-6.89014877213349,5.57340698325164e-12,2.17173729575889e-10
"ENSG00000155660.11",10666.2915123516,1.36177561723611,0.197698850426315,6.8881311869017,5.65300699028649e-12,2.19778192762312e-10
"ENSG00000253636.1",196.448613088134,-3.25075493644852,0.472191986134139,-6.88439243338843,5.8034686368362e-12,2.2511968543295e-10
"ENSG00000148516.22",3518.48329992877,-2.86755982096721,0.416616005348762,-6.8829804523873,5.86130731811949e-12,2.26852350426903e-10
"ENSG00000125868.16",41886.9210724682,-2.12169945956845,0.308276003690063,-6.88246712092967,5.88247453020022e-12,2.27161118461073e-10
"ENSG00000125871.14",1038.78612330087,1.05251557856946,0.152990935960497,6.87959434957134,6.00232332503198e-12,2.31270726234957e-10
"ENSG00000271936.1",36.8530141493243,1.95686125364471,0.28446782568617,6.87902489121408,6.02636311426406e-12,2.31678687314665e-10
"ENSG00000162733.19",3861.97922311767,-2.47362667537875,0.359674470866367,-6.87740408547872,6.0953034169435e-12,2.33807150890908e-10
"ENSG00000138135.7",437.445156884118,-2.28516147158514,0.332410564160929,-6.87451518682431,6.22010320257467e-12,2.38064083239874e-10
"ENSG00000162881.6",184.679843835242,-2.20701452916893,0.322180536951251,-6.85024163797601,7.37253494011446e-12,2.81545829874925e-10
"ENSG00000021574.13",1253.69588834398,0.76730572501157,0.112029814473015,6.84912073291341,7.43052678797961e-12,2.83132661215427e-10
"ENSG00000149534.9",169.446100456329,-2.59541405367431,0.37945513326451,-6.83984436142836,7.92792649229015e-12,3.01418715180382e-10
"ENSG00000115392.12",607.560209240486,0.754262954632004,0.110433488500005,6.83002017664208,8.49026906312069e-12,3.22087894436405e-10
"ENSG00000185532.20",979.720374362599,-2.91110055001595,0.42626823782918,-6.82926920579648,8.53482828276305e-12,3.23066697833028e-10
"ENSG00000119640.9",321.04847368344,1.19638439281885,0.175275411604448,6.82574002746479,8.74732124461148e-12,3.30384021482332e-10
"ENSG00000197253.13",1172.88396674386,-2.77676251622298,0.406980080715982,-6.8228462467695,8.92541695404365e-12,3.3637298949561e-10
"ENSG00000163106.11",90.874013679337,-2.35326016609264,0.34493113046278,-6.82240586094787,8.95282983270216e-12,3.36669406569059e-10
"ENSG00000105974.13",13044.95517898,-2.57960793518438,0.37836218895003,-6.81782696717897,9.24278694017709e-12,3.45311322062191e-10
"ENSG00000130695.16",855.982081497523,1.42213104411536,0.208582277178156,6.81808187807189,9.22640569002273e-12,3.45311322062191e-10
"ENSG00000213088.12",3454.75958466775,-3.79759843823928,0.556981243498389,-6.81818011390587,9.22010039083788e-12,3.45311322062191e-10
"ENSG00000113448.19",2807.84938269315,-2.37302044032646,0.348160474401442,-6.81588122375513,9.36876795046421e-12,3.49260368854643e-10
"ENSG00000150672.17",222.817912018204,-2.52045344656693,0.36999083165266,-6.81220514386443,9.61139124827598e-12,3.57531299069238e-10
"ENSG00000175931.13",2326.34797316297,0.782293082614769,0.114951446842773,6.80542180286576,1.0075359451843e-11,3.73982577239422e-10
"ENSG00000134198.10",1565.96147997672,-2.87195759723149,0.42214564547938,-6.80323871153558,1.02292936994783e-11,3.78879839540032e-10
"ENSG00000020577.14",1917.01861145146,-2.56778180171093,0.377555674057371,-6.80106796996713,1.03846408761355e-11,3.83178489851327e-10
"ENSG00000157570.12",2125.85599964078,-2.69928280160885,0.396895233799834,-6.80099575841765,1.03898481542455e-11,3.83178489851327e-10
"ENSG00000284946.1",42.9750873689653,2.47497066305131,0.363940675431308,6.80047829256297,1.04272382737781e-11,3.83735736729232e-10
"ENSG00000144668.12",1126.28701357338,-2.61565640123998,0.384715306634251,-6.79894029723826,1.05391478069511e-11,3.87027169891511e-10
"ENSG00000143248.13",14062.5031843317,-2.7903332347643,0.4104673394237,-6.7979421668042,1.06124037026476e-11,3.88888146746169e-10
"ENSG00000129596.5",146.177723047749,-2.94515852069249,0.433432664866337,-6.79496207698312,1.08341023919788e-11,3.96169311034079e-10
"ENSG00000065600.13",561.409137302095,1.7330505033512,0.255099337972623,6.79362995264688,1.09346648339192e-11,3.98999433124133e-10
"ENSG00000154553.16",6309.97515125411,-3.07289185483116,0.452455987906146,-6.79158180456787,1.10910663232797e-11,4.03850814557815e-10
"ENSG00000112276.14",956.316178847473,-3.36180784305043,0.49509660249784,-6.79020584283873,1.11973664827916e-11,4.05963883975456e-10
"ENSG00000136518.17",1841.35272730469,1.22875663119947,0.180961615388708,6.79015065465723,1.12016508077008e-11,4.05963883975456e-10
"ENSG00000183801.8",638.811025694701,-2.14600380683556,0.316057445472898,-6.78991695204213,1.1219811227563e-11,4.05963883975456e-10
"ENSG00000007237.19",2327.113523784,-2.33704448541105,0.344372696356068,-6.78638147025059,1.14980884908369e-11,4.15160541043362e-10
"ENSG00000168309.18",2065.61839100734,-3.53265638468912,0.520691484394174,-6.78454803000932,1.16450490505804e-11,4.19587196230431e-10
"ENSG00000267383.7",227.262775139161,3.54281932331447,0.522289904519316,6.78324297034818,1.17507762976088e-11,4.2251277698062e-10
"ENSG00000029993.15",3467.17796750116,2.23558504525259,0.329603019826942,6.7826594744987,1.17983508887169e-11,4.23339577825772e-10
"ENSG00000108883.13",5185.07160617159,0.842909037079441,0.124294701212264,6.78153637169105,1.18904533095586e-11,4.25757333369081e-10
"ENSG00000164035.10",830.432501777457,-2.15992987722006,0.318607684313109,-6.77927741095349,1.20778420671689e-11,4.31569862910476e-10
"ENSG00000232855.7",772.56320380986,-3.76942836376498,0.556119276076324,-6.77809334421929,1.21772169668267e-11,4.34219891966161e-10
"ENSG00000145861.9",166.300280839255,-2.39438505307939,0.353284635875227,-6.77749556571441,1.22276903740859e-11,4.35118825026613e-10
"ENSG00000149243.16",120.438496913854,2.72717576111748,0.402835203428192,6.7699539114476,1.28823426822709e-11,4.57469253642786e-10
"ENSG00000120738.8",54548.7616994857,-2.86634981814302,0.423424623823356,-6.76944527283514,1.29277102032841e-11,4.58135705413914e-10
"ENSG00000087274.17",13277.4641537485,-1.13653839029807,0.167955755056417,-6.76689161330793,1.31578569973754e-11,4.65334232167959e-10
"ENSG00000026559.14",1091.04008628044,3.15331213025242,0.466080398334425,6.76559696893717,1.32760640804239e-11,4.6855256487119e-10
"ENSG00000259291.2",429.029332888824,-2.63674552987551,0.389763697758265,-6.76498489992991,1.33323103377521e-11,4.69575421159724e-10
"ENSG00000122641.11",1503.94388592375,2.83823143450952,0.419778531403824,6.76125914543057,1.36797584284755e-11,4.8044169846233e-10
"ENSG00000150051.14",269.824614514606,-3.88444414961198,0.574530066495685,-6.76108070950043,1.3696619284968e-11,4.8044169846233e-10
"ENSG00000151067.22",1806.04608734814,-3.24415645630288,0.479881774899242,-6.7603243673591,1.37683142114731e-11,4.81974950536993e-10
"ENSG00000163531.15",1901.68043679311,-2.7177529344038,0.40215497168086,-6.75797422830457,1.39934412661514e-11,4.88862147924799e-10
"ENSG00000188649.15",33.1041248283102,-1.67278206963345,0.247580140739579,-6.75652766266497,1.41338005866698e-11,4.92766088065211e-10
"ENSG00000158445.10",411.169968920855,-4.06526444128193,0.60210243127196,-6.75178213895256,1.46040057961554e-11,5.08130892580172e-10
"ENSG00000086300.16",464.288679040007,1.95140039021984,0.28917970928466,6.74805433288176,1.49840841193795e-11,5.20304195137244e-10
"ENSG00000187741.15",634.383383617812,2.28935492436347,0.339369320162007,6.74591009956522,1.52070761067391e-11,5.26984852688869e-10
"ENSG00000169418.10",811.961641022581,-2.37538919435188,0.352459443691062,-6.73946814838066,1.58967437512593e-11,5.49778348650481e-10
"ENSG00000179921.15",173.893742322923,-2.83228446891756,0.420321876599668,-6.73837034567475,1.60172891369198e-11,5.52837216042425e-10
"ENSG00000151468.11",1310.54117914907,-1.77295248888719,0.263125254886067,-6.73805518841159,1.60520603830103e-11,5.52929271953173e-10
"ENSG00000183722.9",2057.75297929785,-1.78540822098856,0.265090892242924,-6.73507945098487,1.63840382810425e-11,5.63238106415959e-10
"ENSG00000239382.10",65.6801701730403,1.55309859123448,0.23061445865666,6.73461065833145,1.64369469131005e-11,5.63931347976754e-10
"ENSG00000068615.19",1207.34537532022,-4.14539852675814,0.615584698346795,-6.73408312112202,1.64966856330224e-11,5.64855699120366e-10
"ENSG00000241644.2",493.304938705113,-2.17838013863253,0.323505502802267,-6.73367259525102,1.6543320955229e-11,5.65328604785534e-10
"ENSG00000111602.12",2164.87480575837,1.66342210455383,0.247206263053046,6.72888333818991,1.70970059231706e-11,5.83092540623302e-10
"ENSG00000107758.16",3105.12491381945,-1.38322294887038,0.205621653719158,-6.72702958979026,1.73161538050826e-11,5.88236917130054e-10
"ENSG00000159899.15",527.068867588716,-1.80704644889182,0.268622351949261,-6.72708892532199,1.73090968075953e-11,5.88236917130054e-10
"ENSG00000125740.14",42724.1436009754,-3.32653057792952,0.49455025397726,-6.72637522916424,1.73941664740635e-11,5.89723876344086e-10
"ENSG00000176697.20",153.360238424761,-2.59390400585642,0.385711222119443,-6.72498972574141,1.75604832840491e-11,5.94192934383453e-10
"ENSG00000184588.18",1159.14270302793,-2.11225985056834,0.314241694717776,-6.72176826332797,1.79532326832404e-11,6.06291228438138e-10
"ENSG00000180139.11",206.277544389285,-3.22231370652467,0.479962113502669,-6.71368346765717,1.89771742703703e-11,6.39616188764359e-10
"ENSG00000197299.12",329.961072840594,2.00489951837721,0.298918270444796,6.70718292125095,1.98417480915069e-11,6.67450053476608e-10
"ENSG00000165995.22",620.321611453507,-3.24320309480052,0.483641922514938,-6.70579398480567,2.0031416612065e-11,6.72516741344239e-10
"ENSG00000251034.2",43.978673688873,-1.29953513574989,0.193998611432304,-6.69868266661981,2.10306722543939e-11,7.04691183341294e-10
"ENSG00000162929.14",657.112165250669,1.5604534763611,0.233328435451129,6.68779813889395,2.2655333688345e-11,7.57655945853138e-10
"ENSG00000147100.11",607.852455334316,-1.57250997568984,0.235149700000047,-6.68727187697676,2.27369241022075e-11,7.58910937620775e-10
"ENSG00000137727.12",352.522056862652,-2.88355086264601,0.431549317117179,-6.68185708625055,2.35933058188009e-11,7.8597196541046e-10
"ENSG00000154721.15",1001.01754089532,-2.38531261948385,0.35706459089435,-6.68033930082309,2.38389661299881e-11,7.92622613237037e-10
"ENSG00000106617.15",1802.61753957379,-1.84386648011469,0.276042595022928,-6.67964478439113,2.39522100796632e-11,7.94853399233216e-10
"ENSG00000111581.10",1874.14475044276,0.922412674448712,0.138152689685895,6.67676233119974,2.44278614691946e-11,8.09078957853728e-10
"ENSG00000104936.19",3921.29039901248,-2.46000514476606,0.368474558628284,-6.67618723508048,2.45238620758337e-11,8.10699571078854e-10
"ENSG00000198056.15",194.303452442491,1.49059625560494,0.223539643534091,6.6681517069594,2.59044943465022e-11,8.54699437030284e-10
"ENSG00000143603.19",373.899355482413,-2.27949777868884,0.341907828121695,-6.6669949945618,2.61093994236102e-11,8.59812975665083e-10
"ENSG00000188906.16",591.072688292914,-2.32671115086781,0.349084440293828,-6.66518149279123,2.64338486755251e-11,8.68836213241545e-10
"ENSG00000125827.9",3467.01110637918,-1.338627000819,0.20096407385599,-6.66102639707761,2.7192179212142e-11,8.92058862039471e-10
"ENSG00000279495.1",155.652237457317,2.18615368224197,0.328381285862105,6.65736379130931,2.78782557494569e-11,9.12827374092958e-10
"ENSG00000257596.1",24.3487404449069,2.20574999550575,0.331488862477836,6.65406969941027,2.85097552637699e-11,9.31733424872693e-10
"ENSG00000180537.13",125.623352635486,3.80859660218329,0.572488456944345,6.65270461960344,2.87755344053395e-11,9.38638312619627e-10
"ENSG00000146263.11",644.828692054939,1.48823016944117,0.223865413122251,6.64787895854399,2.97346666824654e-11,9.68091047773349e-10
"ENSG00000138074.15",2010.52657473589,1.48054995584974,0.222818720632678,6.64463897667945,3.03961185689188e-11,9.87759151155638e-10
"ENSG00000136122.18",214.426394124727,1.77311864753385,0.266982544542683,6.64132799607196,3.10869384080725e-11,1.00830572542793e-09
"ENSG00000124766.7",9217.47569601167,2.16347923942386,0.326121350869561,6.6339699429529,3.26776398398744e-11,1.05790787774842e-09
"ENSG00000162769.13",694.969770766043,1.38298331975468,0.208498539562344,6.63305998525304,3.28798108033386e-11,1.06245587517055e-09
"ENSG00000105509.11",509.095874506954,-4.17849124534075,0.630280870535613,-6.62957014987598,3.36665811311608e-11,1.08584181052806e-09
"ENSG00000127337.7",738.95498707554,0.920053704330794,0.1388206465682,6.62764312856579,3.41088857671154e-11,1.09805110199444e-09
"ENSG00000107562.16",3923.07524687852,-2.48509639180704,0.375087784544895,-6.6253727639312,3.46372974324082e-11,1.11298166731038e-09
"ENSG00000111364.16",827.9602187481,0.80582331441554,0.121718874960752,6.62036446422445,3.58314316497068e-11,1.14920809553613e-09
"ENSG00000070950.10",670.844572432001,1.06613844995582,0.161056920696222,6.61963761226204,3.60080500337349e-11,1.15272610730672e-09
"ENSG00000018408.15",6219.95682112791,-2.2092297423552,0.333946161556807,-6.61552668267274,3.70231195080492e-11,1.18302261092232e-09
"ENSG00000161638.11",22135.3710666027,-2.85836198509492,0.432092847538558,-6.6151569075437,3.71157850100313e-11,1.18378734301439e-09
"ENSG00000156218.13",877.797470805533,-3.72218238504747,0.563025642913607,-6.6110352732524,3.81641528730776e-11,1.2149745008004e-09
"ENSG00000137094.15",2267.03230216097,-2.83716144893592,0.429205640532057,-6.61026133165186,3.83642167059328e-11,1.21909022938428e-09
"ENSG00000006634.8",519.165327793118,1.30190147957814,0.197223796743346,6.60113790057671,4.08013795302484e-11,1.29176867582623e-09
"ENSG00000120915.14",962.186668129296,-2.02884056244957,0.307345797348943,-6.60116578768812,4.07937040084618e-11,1.29176867582623e-09
"ENSG00000138162.19",5780.27820197728,-1.97443087826917,0.299268892324848,-6.59751457270064,4.18107605366777e-11,1.32129674995083e-09
"ENSG00000166295.9",4298.87974538576,-0.835788436793797,0.126733853196789,-6.59483173368057,4.25738444078367e-11,1.34294747662303e-09
"ENSG00000168060.16",179.43325298393,-1.66749259692606,0.252867581006133,-6.59433127129733,4.27176920600509e-11,1.34502159113393e-09
"ENSG00000076706.17",10454.2276704501,-2.48856650365303,0.378005626560507,-6.58341127431523,4.59775009714567e-11,1.44501915918138e-09
"ENSG00000172465.14",1369.22243442126,-1.64201258882926,0.249453648221317,-6.5824356570342,4.6280311068089e-11,1.45188669858961e-09
"ENSG00000008300.17",673.960086304348,2.63542776570574,0.400548996570513,6.57953905332477,4.71908950990597e-11,1.47776142962019e-09
"ENSG00000255642.1",86.7543856796164,-2.46518110181279,0.374723908999411,-6.57865976151702,4.74707631259955e-11,1.48382750148643e-09
"ENSG00000133943.21",2762.68197863976,-1.25521390476452,0.190817159746296,-6.57809762200322,4.76505355966005e-11,1.48674850467437e-09
"ENSG00000266256.3",42.612912841005,-2.39210188356204,0.363720239999852,-6.57676318360235,4.80799610142138e-11,1.49743430117144e-09
"ENSG00000175785.13",346.905857647242,-3.19333325048945,0.485842122066572,-6.57277972709802,4.93844905532131e-11,1.53528714945486e-09
"ENSG00000166912.17",1199.15844026283,-0.93235642655481,0.141866252310599,-6.57208047276478,4.9617032625283e-11,1.53973721244189e-09
"ENSG00000008735.14",392.710973894739,3.09085540504272,0.470493771213274,6.56938644920262,5.05230053800392e-11,1.56503187348996e-09
"ENSG00000071967.12",6597.96496045399,-2.25416372754931,0.34322665298866,-6.56756609057335,5.11443145765169e-11,1.58143362648357e-09
"ENSG00000131711.15",9313.6792220853,-3.16287669390703,0.48202623700641,-6.56162766896229,5.32235778052923e-11,1.6399061350433e-09
"ENSG00000167676.4",4614.52699298291,-3.40972310524921,0.519646416398709,-6.56162151348897,5.32257753869365e-11,1.6399061350433e-09
"ENSG00000163507.14",479.318157770947,1.74039868100609,0.265332397765064,6.55931463954547,5.40556393025983e-11,1.66250049233688e-09
"ENSG00000140451.13",296.620529783592,1.95014724291781,0.297340661282125,6.55862953458441,5.4304524053366e-11,1.66717792829077e-09
"ENSG00000285077.2",34.5424756262605,2.74648960971418,0.418984997952205,6.55510250519156,5.56036688947577e-11,1.70402489212529e-09
"ENSG00000146966.13",923.330816613517,-2.38066579183682,0.36335297427698,-6.55193698792201,5.67955084293333e-11,1.73745833335419e-09
"ENSG00000185842.15",274.303565750758,1.81183526352837,0.27655694852192,6.55140025666273,5.70000541739136e-11,1.74062399474701e-09
"ENSG00000040608.14",227.739435472263,2.45370233923615,0.374647006810979,6.54937126048927,5.77798259902294e-11,1.76131317350393e-09
"ENSG00000087586.18",899.617949304011,2.27282429948492,0.347117685418448,6.54770527391897,5.84278808617775e-11,1.77792118742472e-09
"ENSG00000162520.15",229.615107412059,-2.84225257757516,0.434599348468077,-6.53993750242342,6.15445466086751e-11,1.86945630730372e-09
"ENSG00000279204.1",30.923627174628,-2.58793688748523,0.396025095247425,-6.53478003930119,6.37030944664077e-11,1.93161689435729e-09
"ENSG00000044524.11",1074.8133024886,-2.68564997775045,0.411204258488348,-6.53118230736065,6.52525120190179e-11,1.97512129086739e-09
"ENSG00000081052.13",514.959816528743,-3.2207573741543,0.493292191284518,-6.52910674658673,6.61630857151222e-11,1.99916986889745e-09
"ENSG00000175287.19",354.811763712548,-2.11979688379387,0.324688924663769,-6.52870092809301,6.63425700819341e-11,2.00108245975683e-09
"ENSG00000118523.6",31427.6235283913,-2.87952159230055,0.4410940981802,-6.52813448237111,6.65938926979437e-11,2.00515142296623e-09
"ENSG00000111728.10",351.390372673691,-2.12182929388331,0.325098612646494,-6.52672515766947,6.7223234071441e-11,2.02056851729918e-09
"ENSG00000149609.6",14.1956899018755,2.53906420187247,0.389184336463575,6.52406575491794,6.84266876133942e-11,2.05315825917332e-09
"ENSG00000172171.11",192.566593014322,0.846974746586415,0.129829914420551,6.5237256788359,6.85820928889383e-11,2.05424241013249e-09
"ENSG00000162104.10",1480.07861616863,-1.73356132734346,0.265855618176082,-6.52068720321448,6.99859983714846e-11,2.08997396953499e-09
"ENSG00000198838.14",322.644988032625,-2.49732087476007,0.382988298077942,-6.52061926511353,7.00177077409097e-11,2.08997396953499e-09
"ENSG00000137124.8",8131.61255884991,-2.80185303522959,0.429772120967387,-6.5193922512303,7.05928275049835e-11,2.10349527356112e-09
"ENSG00000012048.23",854.140930111217,1.57091999205339,0.241090299319489,6.51589880010738,7.22556793144667e-11,2.1493256732868e-09
"ENSG00000155970.12",251.235898323424,-2.8184452871967,0.4327201535474,-6.51332105540114,7.35071627223196e-11,2.18278252339054e-09
"ENSG00000166592.12",820.963121246811,-2.51505311495887,0.386317634929448,-6.51032437444433,7.49886963253528e-11,2.2229437466636e-09
"ENSG00000165996.14",396.158592820087,-2.74737530073896,0.422064254032964,-6.50937688867721,7.5463171987323e-11,2.2331653112331e-09
"ENSG00000116161.18",3205.19988285335,0.873752149755053,0.134250696349631,6.5083621427149,7.59745855839666e-11,2.24444303175413e-09
"ENSG00000162814.11",78.1662374769372,2.06971670180811,0.318178332265908,6.50489518588087,7.77475697828336e-11,2.29288766159203e-09
"ENSG00000151789.12",178.007600965519,-2.45430382178541,0.377442494187304,-6.50245761826561,7.90182876622191e-11,2.32637943317333e-09
"ENSG00000183682.8",171.606022420783,1.69295032927904,0.260368603841952,6.50212930552367,7.91909833772166e-11,2.32748516502697e-09
"ENSG00000180340.7",446.76276178454,1.94649006418095,0.299416352749645,6.50094774819629,7.98155536771297e-11,2.3418454531196e-09
"ENSG00000127328.22",838.248033383443,1.27345781987343,0.195958438261691,6.49861180345196,8.10645392821085e-11,2.37444653070707e-09
"ENSG00000109775.11",814.243014054853,-0.932352460855638,0.143489190490132,-6.49771914992968,8.15468541166215e-11,2.38451862215717e-09
"ENSG00000157514.16",7888.02045014881,-1.58405725151264,0.243822267750548,-6.49677023401845,8.20626452605985e-11,2.3955337954632e-09
"ENSG00000137449.17",1264.19722404753,-1.93303568015673,0.297561833153492,-6.49624872810758,8.2347471082212e-11,2.39978087047198e-09
"ENSG00000273373.1",220.03678731248,2.0737865609899,0.319697027535535,6.48672456224008,8.77224942272739e-11,2.5521022264803e-09
"ENSG00000239697.11",891.720898580816,-1.71565016007323,0.264764827916125,-6.47990208358313,9.1782161784169e-11,2.66570686746837e-09
"ENSG00000112208.11",2442.76600219438,-2.66322820139315,0.411367446384186,-6.47408594141866,9.53876012520324e-11,2.76575868074706e-09
"ENSG00000185022.12",6142.77030981254,-2.43178956458134,0.375704050982183,-6.47262002691757,9.63179535016718e-11,2.78804052631814e-09
"ENSG00000198832.10",4070.29340898181,-2.18005326181532,0.336962115775993,-6.46972807846619,9.81794344839891e-11,2.83715503375461e-09
"ENSG00000204131.9",1043.43853667006,-2.36657914379814,0.365813965045778,-6.46935155551534,9.84243665786872e-11,2.83946878657409e-09
"ENSG00000019991.18",511.665665240546,-2.80315072762913,0.433435984645679,-6.46727735335733,9.97844043087787e-11,2.87389096222424e-09
"ENSG00000159433.12",797.99842259581,-2.43560083407492,0.376648419412039,-6.46651016849342,1.00292081513691e-10,2.88369035043455e-09
"ENSG00000113621.15",2117.81814264395,-0.786510797887445,0.121653870275615,-6.4651522890768,1.01196842123472e-10,2.90485535315425e-09
"ENSG00000115041.13",235.70998119714,-2.32778774360422,0.36006948012756,-6.46482935121178,1.01413188657359e-10,2.9062218772807e-09
"ENSG00000125450.11",2136.69232623452,0.895269395120192,0.13852624166049,6.46281444142824,1.02773289778993e-10,2.93543013244378e-09
"ENSG00000213222.3",43.5824869069667,1.1704135288536,0.181099209272812,6.46283069679481,1.02762246082527e-10,2.93543013244378e-09
"ENSG00000254986.7",2421.08644007506,1.20605308355177,0.186638786882792,6.4619637948524,1.03352830479375e-10,2.9470956942819e-09
"ENSG00000133466.14",1253.581323073,2.20865242133854,0.342351013786897,6.4514265545986,1.10802145634813e-10,3.15428984176593e-09
"ENSG00000170989.10",1450.9188918779,-1.99556224288815,0.309649026039677,-6.44459395984809,1.15910308284891e-10,3.29426277160179e-09
"ENSG00000167779.9",2428.94963978908,-2.27196212413544,0.35266042033822,-6.44235075191172,1.1763702531453e-10,3.33782946786186e-09
"ENSG00000141905.19",6585.92913577201,-1.53441706616387,0.238330436320399,-6.43819182247072,1.20905143120545e-10,3.42491657889005e-09
"ENSG00000137033.11",1530.38052094277,-2.70363448333469,0.420285068143468,-6.43285876245257,1.2522600404296e-10,3.54149009463366e-09
"ENSG00000145012.13",25202.8520296855,-2.7071313458882,0.421242378860462,-6.42654082718716,1.30540373170637e-10,3.68573253625883e-09
"ENSG00000137135.18",249.94776380362,1.71813248031959,0.267460756825669,6.42386756364212,1.32854799915148e-10,3.7449398018635e-09
"ENSG00000134352.20",7305.67779268265,-1.88617211477136,0.293708044692363,-6.42192867664548,1.34558469925883e-10,3.78224559298259e-09
"ENSG00000161544.10",1470.22682102365,-2.17562282150212,0.338783803129996,-6.42186197038265,1.34617462027424e-10,3.78224559298259e-09
"ENSG00000234636.2",18.6334893325289,-1.64379104692839,0.256327711011218,-6.41284955279943,1.42824452951335e-10,4.00629568921962e-09
"ENSG00000130528.12",80.3373797478708,-2.18832466531315,0.341331621857151,-6.4111395639428,1.44435894446769e-10,4.0449096098483e-09
"ENSG00000120802.14",4650.04199794751,1.21103571688222,0.188959043017988,6.40898523584783,1.46491378023643e-10,4.09581331769675e-09
"ENSG00000081041.9",1016.62594312079,-3.18701997806386,0.497949819780394,-6.40028342508366,1.5508879174963e-10,4.3291641171862e-09
"ENSG00000144642.22",895.92606565749,-2.17947004774399,0.340630225001868,-6.39834602972192,1.57069017228159e-10,4.37734576653817e-09
"ENSG00000091129.21",329.090568239912,3.07782503866733,0.481455037060825,6.39275695910621,1.62921113748013e-10,4.53310232969632e-09
"ENSG00000105825.14",507.911278776729,-2.84665091584155,0.44563463884799,-6.38785827600931,1.68225133648753e-10,4.67313141424592e-09
